"CubeId";"concon"
"PublishingDate";"2023-10-23 09:00"

"Date";"D0";"Value"
"2017-Q4";"VP";"47.63205829"
"2017-Q4";"EP";"51.76596014"
"2017-Q4";"SA";"-56.79487076"
"2017-Q4";"EA";"39.33823529"
"2017-Q4";"VL";"-11.7795912"
"2017-Q4";"EL";"-4.33116624"
"2017-Q4";"ASSS";"43.60753381"
"2017-Q4";"ZA";"-6.81397992"
"2017-Q4";"ESSS";"21.9266055"
"2017-Q4";"AIK";"-1.00292034"
"2017-Q4";"NIK";"-1.29840567"
"2018-Q1";"VW";"24.43686007"
"2018-Q1";"EW";"30.4477214"
"2018-Q1";"VP";"45.41751527"
"2018-Q1";"EP";"46.36839406"
"2018-Q1";"SA";"-48.30457239"
"2018-Q1";"EA";"25.94631796"
"2018-Q1";"VL";"-21.77679334"
"2018-Q1";"EL";"-3.66020189"
"2018-Q1";"ASSS";"34.73530858"
"2018-Q1";"ZA";"-9.32511836"
"2018-Q1";"ESSS";"15.92312972"
"2018-Q1";"AIK";"4.19108282"
"2018-Q1";"NIK";"-1.07859805"
"2018-Q2";"VW";"18.53411963"
"2018-Q2";"EW";"12.20587977"
"2018-Q2";"VP";"46.40468227"
"2018-Q2";"EP";"56.29303068"
"2018-Q2";"SA";"-47.50498427"
"2018-Q2";"EA";"27.59493671"
"2018-Q2";"VL";"-18.69725369"
"2018-Q2";"EL";"-1.60222934"
"2018-Q2";"ASSS";"40.82717777"
"2018-Q2";"ZA";"-12.45320459"
"2018-Q2";"ESSS";"21.27303183"
"2018-Q2";"AIK";"1.07043639"
"2018-Q2";"NIK";"-5.13670196"
"2018-Q3";"VW";"13.40304183"
"2018-Q3";"EW";"5.82209748"
"2018-Q3";"VP";"51.82755389"
"2018-Q3";"EP";"57.4295575"
"2018-Q3";"SA";"-46.19050967"
"2018-Q3";"EA";"35.00473037"
"2018-Q3";"VL";"-17.03793207"
"2018-Q3";"EL";"-3.76411748"
"2018-Q3";"ASSS";"39.05111924"
"2018-Q3";"ZA";"-7.1773652"
"2018-Q3";"ESSS";"5.55555556"
"2018-Q3";"AIK";"-6.8477987"
"2018-Q3";"NIK";"-5.53932932"
"2018-Q4";"VW";"18.36734694"
"2018-Q4";"EW";"12.2250068"
"2018-Q4";"VP";"57.17722534"
"2018-Q4";"EP";"51.6645718"
"2018-Q4";"SA";"-41.93858958"
"2018-Q4";"EA";"38.32384052"
"2018-Q4";"VL";"-15.84014235"
"2018-Q4";"EL";"-2.40213567"
"2018-Q4";"ASSS";"36.6190087"
"2018-Q4";"ZA";"-7.8042629"
"2018-Q4";"ESSS";"9.25324675"
"2018-Q4";"AIK";"-4.81193066"
"2018-Q4";"NIK";"-3.45538353"
"2019-Q1";"VW";"9.33333333"
"2019-Q1";"EW";"-5.72881062"
"2019-Q1";"VP";"52.25856698"
"2019-Q1";"EP";"56.48122136"
"2019-Q1";"SA";"-36.38956317"
"2019-Q1";"EA";"31.62863887"
"2019-Q1";"VL";"-16.18655066"
"2019-Q1";"EL";"-2.92061046"
"2019-Q1";"ASSS";"37.43521729"
"2019-Q1";"ZA";"-11.04166333"
"2019-Q1";"ESSS";"21.25490196"
"2019-Q1";"AIK";"-4.7557895"
"2019-Q1";"NIK";"-8.96940877"
"2019-Q2";"VW";"4.96"
"2019-Q2";"EW";"-4.49956969"
"2019-Q2";"VP";"48.66352201"
"2019-Q2";"EP";"51.17803005"
"2019-Q2";"SA";"-48.07142793"
"2019-Q2";"EA";"30.73836276"
"2019-Q2";"VL";"-15.12401324"
"2019-Q2";"EL";"-5.89265756"
"2019-Q2";"ASSS";"38.99774635"
"2019-Q2";"ZA";"-11.01829114"
"2019-Q2";"ESSS";"12.39147593"
"2019-Q2";"AIK";"-7.18477852"
"2019-Q2";"NIK";"-9.13363291"
"2019-Q3";"VW";"4.32300163"
"2019-Q3";"EW";"-2.6968746"
"2019-Q3";"VP";"48.13311688"
"2019-Q3";"EP";"47.28434122"
"2019-Q3";"SA";"-46.94211545"
"2019-Q3";"EA";"38.59362224"
"2019-Q3";"VL";"-12.98130515"
"2019-Q3";"EL";"-8.41699795"
"2019-Q3";"ASSS";"34.54796856"
"2019-Q3";"ZA";"-10.8868748"
"2019-Q3";"ESSS";"7.75510204"
"2019-Q3";"AIK";"-10.48809819"
"2019-Q3";"NIK";"-8.74551312"
"2019-Q4";"VW";"-10.48387097"
"2019-Q4";"EW";"-20.21271623"
"2019-Q4";"VP";"44.83586869"
"2019-Q4";"EP";"47.99402194"
"2019-Q4";"SA";"-47.88246543"
"2019-Q4";"EA";"48.42105263"
"2019-Q4";"VL";"-10.87402374"
"2019-Q4";"EL";"-2.90875163"
"2019-Q4";"ASSS";"34.62120083"
"2019-Q4";"ZA";"-8.01267766"
"2019-Q4";"ESSS";"10.43338684"
"2019-Q4";"AIK";"-15.27728341"
"2019-Q4";"NIK";"-10.50204231"
"2020-Q1";"VW";"6.10328638"
"2020-Q1";"EW";"-5.18455559"
"2020-Q1";"VP";"47.36024845"
"2020-Q1";"EP";"54.68326774"
"2020-Q1";"SA";"-44.52357729"
"2020-Q1";"EA";"32.96616837"
"2020-Q1";"VL";"-14.27761784"
"2020-Q1";"EL";"-7.59319856"
"2020-Q1";"ASSS";"41.04567124"
"2020-Q1";"ZA";"-7.91536794"
"2020-Q1";"ESSS";"16.08118657"
"2020-Q1";"AIK";"-7.41568399"
"2020-Q1";"NIK";"-8.74268498"
"2020-Q2";"VW";"-40.2373247"
"2020-Q2";"EW";"-76.94290356"
"2020-Q2";"VP";"29.44"
"2020-Q2";"EP";"58.49790096"
"2020-Q2";"SA";"-73.71238775"
"2020-Q2";"EA";"127.78666667"
"2020-Q2";"VL";"-7.09142377"
"2020-Q2";"EL";"-23.2750703"
"2020-Q2";"ASSS";"34.78716334"
"2020-Q2";"ZA";"-48.58973085"
"2020-Q2";"ESSS";"-0.42780749"
"2020-Q2";"AIK";"-57.10811201"
"2020-Q2";"NIK";"-38.97478212"
"2020-Q3";"VW";"-87.35119048"
"2020-Q3";"EW";"-19.28199832"
"2020-Q3";"VP";"26.80945347"
"2020-Q3";"EP";"43.13940152"
"2020-Q3";"SA";"-114.30222957"
"2020-Q3";"EA";"111.43695015"
"2020-Q3";"VL";"-10.05266863"
"2020-Q3";"EL";"-4.77801088"
"2020-Q3";"ASSS";"43.20217952"
"2020-Q3";"ZA";"-17.67601313"
"2020-Q3";"ESSS";"17.71682728"
"2020-Q3";"AIK";"-29.44503302"
"2020-Q3";"NIK";"-12.94717274"
"2020-Q4";"VW";"-94.25872093"
"2020-Q4";"EW";"-15.20942816"
"2020-Q4";"VP";"23.23379461"
"2020-Q4";"EP";"35.7496414"
"2020-Q4";"SA";"-121.38851343"
"2020-Q4";"EA";"111.64135936"
"2020-Q4";"VL";"-14.83054125"
"2020-Q4";"EL";"-6.67714631"
"2020-Q4";"ASSS";"43.35053279"
"2020-Q4";"ZA";"-15.33321105"
"2020-Q4";"ESSS";"16.73881674"
"2020-Q4";"AIK";"-29.19727928"
"2020-Q4";"NIK";"-13.01258169"
"2021-Q1";"VW";"-94.04682274"
"2021-Q1";"EW";"-16.45011517"
"2021-Q1";"VP";"18.04713805"
"2021-Q1";"EP";"43.9224848"
"2021-Q1";"SA";"-122.75448503"
"2021-Q1";"EA";"114.78494624"
"2021-Q1";"VL";"-12.48740699"
"2021-Q1";"EL";"-6.95272813"
"2021-Q1";"ASSS";"43.13458811"
"2021-Q1";"ZA";"-19.4666407"
"2021-Q1";"ESSS";"17.17171717"
"2021-Q1";"AIK";"-30.25401809"
"2021-Q1";"NIK";"-13.83922275"
"2021-Q2";"VW";"-90.29202841"
"2021-Q2";"EW";"5.61224958"
"2021-Q2";"VP";"29.67382657"
"2021-Q2";"EP";"60.5646015"
"2021-Q2";"SA";"-120.1178827"
"2021-Q2";"EA";"90.15748031"
"2021-Q2";"VL";"-11.80994338"
"2021-Q2";"EL";"-5.98277912"
"2021-Q2";"ASSS";"40.83898749"
"2021-Q2";"ZA";"-13.49562837"
"2021-Q2";"ESSS";"17.6703645"
"2021-Q2";"AIK";"-18.21441134"
"2021-Q2";"NIK";"-6.41902532"
"2021-Q3";"VW";"-41.70040486"
"2021-Q3";"EW";"47.7892852"
"2021-Q3";"VP";"58.71485944"
"2021-Q3";"EP";"73.9156212"
"2021-Q3";"SA";"-86.72482847"
"2021-Q3";"EA";"28.67528271"
"2021-Q3";"VL";"-7.91693359"
"2021-Q3";"EL";"2.5707863"
"2021-Q3";"ASSS";"43.06805384"
"2021-Q3";"ZA";"-12.48702135"
"2021-Q3";"ESSS";"17.29686243"
"2021-Q3";"AIK";"9.7454128"
"2021-Q3";"NIK";"7.48902914"
"2021-Q4";"VW";"-19.66527197"
"2021-Q4";"EW";"43.28550652"
"2021-Q4";"VP";"69.82543641"
"2021-Q4";"EP";"74.76813586"
"2021-Q4";"SA";"-73.73444361"
"2021-Q4";"EA";"23.55889724"
"2021-Q4";"VL";"-10.12598222"
"2021-Q4";"EL";"-0.76786116"
"2021-Q4";"ASSS";"38.34226075"
"2021-Q4";"ZA";"-17.93627021"
"2021-Q4";"ESSS";"18.86001676"
"2021-Q4";"AIK";"9.45469122"
"2021-Q4";"NIK";"3.61384823"
"2022-Q1";"VW";"-22.79245283"
"2022-Q1";"EW";"21.16039337"
"2022-Q1";"VP";"82.8125"
"2022-Q1";"EP";"93.64446731"
"2022-Q1";"SA";"-59.49112615"
"2022-Q1";"EA";"29.34537246"
"2022-Q1";"VL";"-9.64129858"
"2022-Q1";"EL";"-3.19308404"
"2022-Q1";"ASSS";"43.36010117"
"2022-Q1";"ZA";"-23.10563877"
"2022-Q1";"ESSS";"21.84684685"
"2022-Q1";"AIK";"2.61719593"
"2022-Q1";"NIK";"-3.69490701"
"2022-Q2";"VW";"-24.89522213"
"2022-Q2";"EW";"-30.95502846"
"2022-Q2";"VP";"103.48547718"
"2022-Q2";"EP";"122.19167247"
"2022-Q2";"SA";"-31.37005009"
"2022-Q2";"EA";"30.54852321"
"2022-Q2";"VL";"-21.88884401"
"2022-Q2";"EL";"-24.94849064"
"2022-Q2";"ASSS";"36.21377647"
"2022-Q2";"ZA";"-32.43459371"
"2022-Q2";"ESSS";"9.83193277"
"2022-Q2";"AIK";"-19.15502738"
"2022-Q2";"NIK";"-27.5567392"
"2022-Q3";"VW";"-51.81598063"
"2022-Q3";"EW";"-53.92455792"
"2022-Q3";"VP";"127.38955823"
"2022-Q3";"EP";"115.22809051"
"2022-Q3";"SA";"-26.68206908"
"2022-Q3";"EA";"27.16150082"
"2022-Q3";"VL";"-35.132507"
"2022-Q3";"EL";"-34.83112294"
"2022-Q3";"ASSS";"31.52673591"
"2022-Q3";"ZA";"-43.26354531"
"2022-Q3";"ESSS";"4.9273021"
"2022-Q3";"AIK";"-27.74746989"
"2022-Q3";"NIK";"-41.78793329"
"2022-Q4";"VW";"-59.90950226"
"2022-Q4";"EW";"-57.39094704"
"2022-Q4";"VP";"130.65825068"
"2022-Q4";"EP";"104.4707346"
"2022-Q4";"SA";"-24.98961973"
"2022-Q4";"EA";"39.39114391"
"2022-Q4";"VL";"-39.74644423"
"2022-Q4";"EL";"-46.9315747"
"2022-Q4";"ASSS";"29.09284741"
"2022-Q4";"ZA";"-42.03224998"
"2022-Q4";"ESSS";"-2.91704649"
"2022-Q4";"AIK";"-36.65767803"
"2022-Q4";"NIK";"-46.52530399"
