"CubeId";"zimoma"
"PublishingDate";"2023-11-01 14:30"

"Date";"D0";"Value"
"2010-09";"3M2";"0.21625"
"2010-09";"SONIA";"0.5227"
"2010-09";"3M3";"0.73225"
"2010-09";"ESTR";
"2010-09";"EURIBOR";"0.892"
"2010-10";"SARON";"0.058606"
"2010-10";"1TGT";"0.05"
"2010-10";"EG3M";"0"
"2010-10";"3M0";"0.16833"
"2010-10";"SOFR";
"2010-10";"3M1";"0.28594"
"2010-10";"TONA";"0.093"
"2010-10";"3M2";"0.19688"
"2010-10";"SONIA";"0.5124"
"2010-10";"3M3";"0.741"
"2010-10";"ESTR";
"2010-10";"EURIBOR";"1.045"
"2010-11";"SARON";"0.15866"
"2010-11";"1TGT";"0.04"
"2010-11";"EG3M";"0.04"
"2010-11";"3M0";"0.17167"
"2010-11";"SOFR";
"2010-11";"3M1";"0.30031"
"2010-11";"TONA";"0.09"
"2010-11";"3M2";"0.1875"
"2010-11";"SONIA";"0.524"
"2010-11";"3M3";"0.73875"
"2010-11";"ESTR";
"2010-11";"EURIBOR";"1.028"
"2010-12";"SARON";"0.050282"
"2010-12";"1TGT";"0.04"
"2010-12";"EG3M";"0.04"
"2010-12";"3M0";"0.17"
"2010-12";"SOFR";
"2010-12";"3M1";"0.30281"
"2010-12";"TONA";"0.079"
"2010-12";"3M2";"0.18813"
"2010-12";"SONIA";"0.5564"
"2010-12";"3M3";"0.7575"
"2010-12";"ESTR";
"2010-12";"EURIBOR";"1.006"
"2011-01";"SARON";"0.10152"
"2011-01";"1TGT";"0.04"
"2011-01";"EG3M";"0.079"
"2011-01";"3M0";"0.17"
"2011-01";"SOFR";
"2011-01";"3M1";"0.30438"
"2011-01";"TONA";"0.087"
"2011-01";"3M2";"0.18875"
"2011-01";"SONIA";"0.5108"
"2011-01";"3M3";"0.77688"
"2011-01";"ESTR";
"2011-01";"EURIBOR";"1.074"
"2011-02";"SARON";"0.078858"
"2011-02";"1TGT";"0.04"
"2011-02";"EG3M";"0.079"
"2011-02";"3M0";"0.17"
"2011-02";"SOFR";
"2011-02";"3M1";"0.3095"
"2011-02";"TONA";"0.091"
"2011-02";"3M2";"0.19125"
"2011-02";"SONIA";"0.5136"
"2011-02";"3M3";"0.8025"
"2011-02";"ESTR";
"2011-02";"EURIBOR";"1.094"
"2011-03";"SARON";"0.083753"
"2011-03";"1TGT";"0.04"
"2011-03";"EG3M";"0.079"
"2011-03";"3M0";"0.18"
"2011-03";"SOFR";
"2011-03";"3M1";"0.303"
"2011-03";"TONA";"0.062"
"2011-03";"3M2";"0.2"
"2011-03";"SONIA";"0.5396"
"2011-03";"3M3";"0.81813"
"2011-03";"ESTR";
"2011-03";"EURIBOR";"1.239"
"2011-04";"SARON";"0.030437"
"2011-04";"1TGT";"0.04"
"2011-04";"EG3M";"0.119"
"2011-04";"3M0";"0.185"
"2011-04";"SOFR";
"2011-04";"3M1";"0.273"
"2011-04";"TONA";"0.064"
"2011-04";"3M2";"0.19563"
"2011-04";"SONIA";"0.5572"
"2011-04";"3M3";"0.82188"
"2011-04";"ESTR";
"2011-04";"EURIBOR";"1.385"
"2011-05";"SARON";"0.02816"
"2011-05";"1TGT";"0.09"
"2011-05";"EG3M";"0.08"
"2011-05";"3M0";"0.17583"
"2011-05";"SOFR";
"2011-05";"3M1";"0.25288"
"2011-05";"TONA";"0.067"
"2011-05";"3M2";"0.19563"
"2011-05";"SONIA";"0.5418"
"2011-05";"3M3";"0.82625"
"2011-05";"ESTR";
"2011-05";"EURIBOR";"1.433"
"2011-06";"SARON";"0.07111"
"2011-06";"1TGT";"0.09"
"2011-06";"EG3M";"0.079"
"2011-06";"3M0";"0.175"
"2011-06";"SOFR";
"2011-06";"3M1";"0.24575"
"2011-06";"TONA";"0.067"
"2011-06";"3M2";"0.19531"
"2011-06";"SONIA";"0.7368"
"2011-06";"3M3";"0.82563"
"2011-06";"ESTR";
"2011-06";"EURIBOR";"1.547"
"2011-07";"SARON";"0.05025"
"2011-07";"1TGT";"0.05"
"2011-07";"EG3M";"0"
"2011-07";"3M0";"0.175"
"2011-07";"SOFR";
"2011-07";"3M1";"0.2555"
"2011-07";"TONA";"0.078"
"2011-07";"3M2";"0.19531"
"2011-07";"SONIA";"0.5562"
"2011-07";"3M3";"0.83281"
"2011-07";"ESTR";
"2011-07";"EURIBOR";"1.609"
"2011-08";"SARON";"-0.009758"
"2011-08";"1TGT";"-0.29"
"2011-08";"EG3M";"-0.75"
"2011-08";"3M0";"0.005"
"2011-08";"SOFR";
"2011-08";"3M1";"0.32722"
"2011-08";"TONA";"0.075"
"2011-08";"3M2";"0.19313"
"2011-08";"SONIA";"0.567"
"2011-08";"3M3";"0.88625"
"2011-08";"ESTR";
"2011-08";"EURIBOR";"1.542"
"2011-09";"SARON";"0.008339"
"2011-09";"1TGT";"0.02"
"2011-09";"EG3M";"-0.652"
"2011-09";"3M0";"0.02333"
"2011-09";"SOFR";
"2011-09";"3M1";"0.37433"
"2011-09";"TONA";"0.075"
"2011-09";"3M2";"0.19413"
"2011-09";"SONIA";"0.6487"
"2011-09";"3M3";"0.9525"
"2011-09";"ESTR";
"2011-09";"EURIBOR";"1.554"
"2011-10";"SARON";"0.002873"
"2011-10";"1TGT";"0.05"
"2011-10";"EG3M";"-0.051"
"2011-10";"3M0";"0.04333"
"2011-10";"SOFR";
"2011-10";"3M1";"0.42944"
"2011-10";"TONA";"0.081"
"2011-10";"3M2";"0.19538"
"2011-10";"SONIA";"0.527"
"2011-10";"3M3";"0.98669"
"2011-10";"ESTR";
"2011-10";"EURIBOR";"1.591"
"2011-11";"SARON";"0.02014"
"2011-11";"1TGT";"0.05"
"2011-11";"EG3M";"-0.316"
"2011-11";"3M0";"0.05167"
"2011-11";"SOFR";
"2011-11";"3M1";"0.52889"
"2011-11";"TONA";"0.081"
"2011-11";"3M2";"0.1975"
"2011-11";"SONIA";"0.5327"
"2011-11";"3M3";"1.03825"
"2011-11";"ESTR";
"2011-11";"EURIBOR";"1.473"
"2011-12";"SARON";"0.018136"
"2011-12";"1TGT";"0.07"
"2011-12";"EG3M";"-0.47"
"2011-12";"3M0";"0.05167"
"2011-12";"SOFR";
"2011-12";"3M1";"0.581"
"2011-12";"TONA";"0.075"
"2011-12";"3M2";"0.19571"
"2011-12";"SONIA";"0.4578"
"2011-12";"3M3";"1.08006"
"2011-12";"ESTR";
"2011-12";"EURIBOR";"1.356"
"2012-01";"SARON";"-0.012948"
"2012-01";"1TGT";"0.01"
"2012-01";"EG3M";"-0.051"
"2012-01";"3M0";"0.07"
"2012-01";"SOFR";
"2012-01";"3M1";"0.54235"
"2012-01";"TONA";"0.075"
"2012-01";"3M2";"0.19571"
"2012-01";"SONIA";"0.51"
"2012-01";"3M3";"1.083"
"2012-01";"ESTR";
"2012-01";"EURIBOR";"1.125"
"2012-02";"SARON";"-0.001064"
"2012-02";"1TGT";"0.03"
"2012-02";"EG3M";"-0.099"
"2012-02";"3M0";"0.08667"
"2012-02";"SOFR";
"2012-02";"3M1";"0.48425"
"2012-02";"TONA";"0.081"
"2012-02";"3M2";"0.19571"
"2012-02";"SONIA";"0.5047"
"2012-02";"3M3";"1.05963"
"2012-02";"ESTR";
"2012-02";"EURIBOR";"0.983"
"2012-03";"SARON";"0.007232"
"2012-03";"1TGT";"0.05"
"2012-03";"EG3M";"-0.099"
"2012-03";"3M0";"0.11"
"2012-03";"SOFR";
"2012-03";"3M1";"0.46815"
"2012-03";"TONA";"0.076"
"2012-03";"3M2";"0.19571"
"2012-03";"SONIA";"0.4775"
"2012-03";"3M3";"1.02688"
"2012-03";"ESTR";
"2012-03";"EURIBOR";"0.777"
"2012-04";"SARON";"-0.017135"
"2012-04";"1TGT";"0.02"
"2012-04";"EG3M";"-0.158"
"2012-04";"3M0";"0.11167"
"2012-04";"SOFR";
"2012-04";"3M1";"0.46585"
"2012-04";"TONA";"0.08"
"2012-04";"3M2";"0.19571"
"2012-04";"SONIA";"0.4785"
"2012-04";"3M3";"1.0125"
"2012-04";"ESTR";
"2012-04";"EURIBOR";"0.708"
"2012-05";"SARON";"0.016374"
"2012-05";"1TGT";"0"
"2012-05";"EG3M";"-0.62"
"2012-05";"3M0";"0.0975"
"2012-05";"SOFR";
"2012-05";"3M1";"0.46685"
"2012-05";"TONA";"0.095"
"2012-05";"3M2";"0.19571"
"2012-05";"SONIA";"0.4939"
"2012-05";"3M3";"0.99313"
"2012-05";"ESTR";
"2012-05";"EURIBOR";"0.668"
"2012-06";"SARON";"0.027838"
"2012-06";"1TGT";"0"
"2012-06";"EG3M";"-0.849"
"2012-06";"3M0";"0.087"
"2012-06";"SOFR";
"2012-06";"3M1";"0.4606"
"2012-06";"TONA";"0.076"
"2012-06";"3M2";"0.19571"
"2012-06";"SONIA";"0.4586"
"2012-06";"3M3";"0.895"
"2012-06";"ESTR";
"2012-06";"EURIBOR";"0.653"
"2012-07";"SARON";"-0.057817"
"2012-07";"1TGT";"0"
"2012-07";"EG3M";"-0.616"
"2012-07";"3M0";"0.06"
"2012-07";"SOFR";
"2012-07";"3M1";"0.4426"
"2012-07";"TONA";"0.09"
"2012-07";"3M2";"0.19571"
"2012-07";"SONIA";"0.4553"
"2012-07";"3M3";"0.74375"
"2012-07";"ESTR";
"2012-07";"EURIBOR";"0.389"
"2012-08";"SARON";"-0.023866"
"2012-08";"1TGT";"-0.05"
"2012-08";"EG3M";"-0.352"
"2012-08";"3M0";"0.046"
"2012-08";"SOFR";
"2012-08";"3M1";"0.41825"
"2012-08";"TONA";"0.093"
"2012-08";"3M2";"0.19443"
"2012-08";"SONIA";"0.4298"
"2012-08";"3M3";"0.68125"
"2012-08";"ESTR";
"2012-08";"EURIBOR";"0.278"
"2012-09";"SARON";"0.022813"
"2012-09";"1TGT";"0.01"
"2012-09";"EG3M";"-0.221"
"2012-09";"3M0";"0.044"
"2012-09";"SOFR";
"2012-09";"3M1";"0.3585"
"2012-09";"TONA";"0.078"
"2012-09";"3M2";"0.19157"
"2012-09";"SONIA";"0.3938"
"2012-09";"3M3";"0.59688"
"2012-09";"ESTR";
"2012-09";"EURIBOR";"0.22"
"2012-10";"SARON";"-0.027541"
"2012-10";"1TGT";"0.01"
"2012-10";"EG3M";"-0.221"
"2012-10";"3M0";"0.032"
"2012-10";"SOFR";
"2012-10";"3M1";"0.31275"
"2012-10";"TONA";"0.089"
"2012-10";"3M2";"0.18857"
"2012-10";"SONIA";"0.4088"
"2012-10";"3M3";"0.5275"
"2012-10";"ESTR";
"2012-10";"EURIBOR";"0.197"
"2012-11";"SARON";"0.04"
"2012-11";"1TGT";"-0.05"
"2012-11";"EG3M";"-0.198"
"2012-11";"3M0";"0.03"
"2012-11";"SOFR";
"2012-11";"3M1";"0.3105"
"2012-11";"TONA";"0.091"
"2012-11";"3M2";"0.18571"
"2012-11";"SONIA";"0.4327"
"2012-11";"3M3";"0.5225"
"2012-11";"ESTR";
"2012-11";"EURIBOR";"0.191"
"2012-12";"SARON";"0.032766"
"2012-12";"1TGT";"-0.2"
"2012-12";"EG3M";"-0.217"
"2012-12";"3M0";"0.012"
"2012-12";"SOFR";
"2012-12";"3M1";"0.306"
"2012-12";"TONA";"0.076"
"2012-12";"3M2";"0.17571"
"2012-12";"SONIA";"0.4275"
"2012-12";"3M3";"0.515"
"2012-12";"ESTR";
"2012-12";"EURIBOR";"0.187"
"2013-01";"SARON";"-0.028182"
"2013-01";"1TGT";"-0.15"
"2013-01";"EG3M";"-0.087"
"2013-01";"3M0";"0.022"
"2013-01";"SOFR";
"2013-01";"3M1";"0.298"
"2013-01";"TONA";"0.082"
"2013-01";"3M2";"0.16714"
"2013-01";"SONIA";"0.4082"
"2013-01";"3M3";"0.51125"
"2013-01";"ESTR";
"2013-01";"EURIBOR";"0.232"
"2013-02";"SARON";"-0.035067"
"2013-02";"1TGT";"-0.2"
"2013-02";"EG3M";"-0.103"
"2013-02";"3M0";"0.022"
"2013-02";"SOFR";
"2013-02";"3M1";"0.2871"
"2013-02";"TONA";"0.083"
"2013-02";"3M2";"0.16143"
"2013-02";"SONIA";"0.4339"
"2013-02";"3M3";"0.50813"
"2013-02";"ESTR";
"2013-02";"EURIBOR";"0.209"
"2013-03";"SARON";"-0.017292"
"2013-03";"1TGT";"-0.1"
"2013-03";"EG3M";"-0.123"
"2013-03";"3M0";"0.022"
"2013-03";"SOFR";
"2013-03";"3M1";"0.2826"
"2013-03";"TONA";"0.058"
"2013-03";"3M2";"0.16143"
"2013-03";"SONIA";"0.4203"
"2013-03";"3M3";"0.50688"
"2013-03";"ESTR";
"2013-03";"EURIBOR";"0.211"
"2013-04";"SARON";"-0.008163"
"2013-04";"1TGT";"0.06"
"2013-04";"EG3M";"-0.125"
"2013-04";"3M0";"0.02"
"2013-04";"SOFR";
"2013-04";"3M1";"0.2731"
"2013-04";"TONA";"0.071"
"2013-04";"3M2";"0.15571"
"2013-04";"SONIA";"0.4337"
"2013-04";"3M3";"0.50438"
"2013-04";"ESTR";
"2013-04";"EURIBOR";"0.207"
"2013-05";"SARON";"-0.024285"
"2013-05";"1TGT";"-0.03"
"2013-05";"EG3M";"-0.123"
"2013-05";"3M0";"0.016"
"2013-05";"SOFR";
"2013-05";"3M1";"0.27525"
"2013-05";"TONA";"0.073"
"2013-05";"3M2";"0.15429"
"2013-05";"SONIA";"0.4204"
"2013-05";"3M3";"0.50563"
"2013-05";"ESTR";
"2013-05";"EURIBOR";"0.2"
"2013-06";"SARON";"0.004224"
"2013-06";"1TGT";"-0.03"
"2013-06";"EG3M";"-0.134"
"2013-06";"3M0";"0.019"
"2013-06";"SOFR";
"2013-06";"3M1";"0.2731"
"2013-06";"TONA";"0.07"
"2013-06";"3M2";"0.15643"
"2013-06";"SONIA";"0.3919"
"2013-06";"3M3";"0.51038"
"2013-06";"ESTR";
"2013-06";"EURIBOR";"0.218"
"2013-07";"SARON";"-0.005746"
"2013-07";"1TGT";"0.01"
"2013-07";"EG3M";"-0.096"
"2013-07";"3M0";"0.018"
"2013-07";"SOFR";
"2013-07";"3M1";"0.2656"
"2013-07";"TONA";"0.073"
"2013-07";"3M2";"0.15571"
"2013-07";"SONIA";"0.4299"
"2013-07";"3M3";"0.50856"
"2013-07";"ESTR";
"2013-07";"EURIBOR";"0.228"
"2013-08";"SARON";"0.010574"
"2013-08";"1TGT";"-0.2"
"2013-08";"EG3M";"-0.044"
"2013-08";"3M0";"0.018"
"2013-08";"SOFR";
"2013-08";"3M1";"0.2595"
"2013-08";"TONA";"0.072"
"2013-08";"3M2";"0.15357"
"2013-08";"SONIA";"0.3979"
"2013-08";"3M3";"0.515"
"2013-08";"ESTR";
"2013-08";"EURIBOR";"0.224"
"2013-09";"SARON";"-0.001193"
"2013-09";"1TGT";"-0.05"
"2013-09";"EG3M";"-0.082"
"2013-09";"3M0";"0.022"
"2013-09";"SOFR";
"2013-09";"3M1";"0.24885"
"2013-09";"TONA";"0.062"
"2013-09";"3M2";"0.15429"
"2013-09";"SONIA";"0.411"
"2013-09";"3M3";"0.5175"
"2013-09";"ESTR";
"2013-09";"EURIBOR";"0.225"
"2013-10";"SARON";"-0.016479"
"2013-10";"1TGT";"-0.15"
"2013-10";"EG3M";"-0.095"
"2013-10";"3M0";"0.019"
"2013-10";"SOFR";
"2013-10";"3M1";"0.242"
"2013-10";"TONA";"0.072"
"2013-10";"3M2";"0.14286"
"2013-10";"SONIA";"0.4184"
"2013-10";"3M3";"0.51375"
"2013-10";"ESTR";
"2013-10";"EURIBOR";"0.23"
"2013-11";"SARON";"-0.033343"
"2013-11";"1TGT";"-0.08"
"2013-11";"EG3M";"-0.103"
"2013-11";"3M0";"0.015"
"2013-11";"SOFR";
"2013-11";"3M1";"0.2391"
"2013-11";"TONA";"0.071"
"2013-11";"3M2";"0.14357"
"2013-11";"SONIA";"0.4188"
"2013-11";"3M3";"0.52219"
"2013-11";"ESTR";
"2013-11";"EURIBOR";"0.234"
"2013-12";"SARON";"0.089315"
"2013-12";"1TGT";"0.01"
"2013-12";"EG3M";"-0.08"
"2013-12";"3M0";"0.023"
"2013-12";"SOFR";
"2013-12";"3M1";"0.2461"
"2013-12";"TONA";"0.068"
"2013-12";"3M2";"0.14786"
"2013-12";"SONIA";"0.3057"
"2013-12";"3M3";"0.52531"
"2013-12";"ESTR";
"2013-12";"EURIBOR";"0.287"
"2014-01";"SARON";"-0.015391"
"2014-01";"1TGT";"-0.12"
"2014-01";"EG3M";"-0.09"
"2014-01";"3M0";"0.018"
"2014-01";"SOFR";
"2014-01";"3M1";"0.2366"
"2014-01";"TONA";"0.071"
"2014-01";"3M2";"0.14071"
"2014-01";"SONIA";"0.4104"
"2014-01";"3M3";"0.52125"
"2014-01";"ESTR";
"2014-01";"EURIBOR";"0.296"
"2014-02";"SARON";"-0.02602"
"2014-02";"1TGT";"-0.15"
"2014-02";"EG3M";"-0.102"
"2014-02";"3M0";"0.022"
"2014-02";"SOFR";
"2014-02";"3M1";"0.23565"
"2014-02";"TONA";"0.072"
"2014-02";"3M2";"0.14"
"2014-02";"SONIA";"0.3904"
"2014-02";"3M3";"0.52188"
"2014-02";"ESTR";
"2014-02";"EURIBOR";"0.286"
"2014-03";"SARON";"-0.000316"
"2014-03";"1TGT";"-0.15"
"2014-03";"EG3M";"-0.103"
"2014-03";"3M0";"0.022"
"2014-03";"SOFR";
"2014-03";"3M1";"0.2306"
"2014-03";"TONA";"0.044"
"2014-03";"3M2";"0.13643"
"2014-03";"SONIA";"0.3342"
"2014-03";"3M3";"0.52219"
"2014-03";"ESTR";
"2014-03";"EURIBOR";"0.313"
"2014-04";"SARON";"-0.038873"
"2014-04";"1TGT";"-0.15"
"2014-04";"EG3M";"-0.092"
"2014-04";"3M0";"0.017"
"2014-04";"SOFR";
"2014-04";"3M1";"0.22335"
"2014-04";"TONA";"0.065"
"2014-04";"3M2";"0.135"
"2014-04";"SONIA";"0.3984"
"2014-04";"3M3";"0.52706"
"2014-04";"ESTR";
"2014-04";"EURIBOR";"0.339"
"2014-05";"SARON";"-0.022355"
"2014-05";"1TGT";"-0.16"
"2014-05";"EG3M";"-0.108"
"2014-05";"3M0";"0.012"
"2014-05";"SOFR";
"2014-05";"3M1";"0.2274"
"2014-05";"TONA";"0.069"
"2014-05";"3M2";"0.135"
"2014-05";"SONIA";"0.4169"
"2014-05";"3M3";"0.53063"
"2014-05";"ESTR";
"2014-05";"EURIBOR";"0.311"
"2014-06";"SARON";"-0.036625"
"2014-06";"1TGT";"-0.15"
"2014-06";"EG3M";"-0.134"
"2014-06";"3M0";"0.008"
"2014-06";"SOFR";
"2014-06";"3M1";"0.2307"
"2014-06";"TONA";"0.058"
"2014-06";"3M2";"0.13286"
"2014-06";"SONIA";"0.3807"
"2014-06";"3M3";"0.5525"
"2014-06";"ESTR";
"2014-06";"EURIBOR";"0.207"
"2014-07";"SARON";"-0.034751"
"2014-07";"1TGT";"-0.15"
"2014-07";"EG3M";"-0.127"
"2014-07";"3M0";"0.018"
"2014-07";"SOFR";
"2014-07";"3M1";"0.2391"
"2014-07";"TONA";"0.065"
"2014-07";"3M2";"0.13"
"2014-07";"SONIA";"0.4045"
"2014-07";"3M3";"0.55963"
"2014-07";"ESTR";
"2014-07";"EURIBOR";"0.209"
"2014-08";"SARON";"0.006218"
"2014-08";"1TGT";"-0.1"
"2014-08";"EG3M";"-0.04"
"2014-08";"3M0";"0.018"
"2014-08";"SOFR";
"2014-08";"3M1";"0.2336"
"2014-08";"TONA";"0.07"
"2014-08";"3M2";"0.12786"
"2014-08";"SONIA";"0.4005"
"2014-08";"3M3";"0.55963"
"2014-08";"ESTR";
"2014-08";"EURIBOR";"0.163"
"2014-09";"SARON";"0.01231"
"2014-09";"1TGT";"-0.1"
"2014-09";"EG3M";"-0.099"
"2014-09";"3M0";"0.006"
"2014-09";"SOFR";
"2014-09";"3M1";"0.2351"
"2014-09";"TONA";"0.029"
"2014-09";"3M2";"0.11643"
"2014-09";"SONIA";"0.4027"
"2014-09";"3M3";"0.56525"
"2014-09";"ESTR";
"2014-09";"EURIBOR";"0.083"
"2014-10";"SARON";"-0.034484"
"2014-10";"1TGT";"-0.1"
"2014-10";"EG3M";"-0.107"
"2014-10";"3M0";"0.015"
"2014-10";"SOFR";
"2014-10";"3M1";"0.2321"
"2014-10";"TONA";"0.06"
"2014-10";"3M2";"0.11214"
"2014-10";"SONIA";"0.4227"
"2014-10";"3M3";"0.55338"
"2014-10";"ESTR";
"2014-10";"EURIBOR";"0.086"
"2014-11";"SARON";"-0.015032"
"2014-11";"1TGT";"-0.1"
"2014-11";"EG3M";"-0.158"
"2014-11";"3M0";"0.001"
"2014-11";"SOFR";
"2014-11";"3M1";"0.2336"
"2014-11";"TONA";"0.067"
"2014-11";"3M2";"0.10643"
"2014-11";"SONIA";"0.4225"
"2014-11";"3M3";"0.55275"
"2014-11";"ESTR";
"2014-11";"EURIBOR";"0.082"
"2014-12";"SARON";"0.003368"
"2014-12";"1TGT";"-2"
"2014-12";"EG3M";"-0.356"
"2014-12";"3M0";"-0.063"
"2014-12";"SOFR";
"2014-12";"3M1";"0.2556"
"2014-12";"TONA";"0.066"
"2014-12";"3M2";"0.11214"
"2014-12";"SONIA";"0.3565"
"2014-12";"3M3";"0.564"
"2014-12";"ESTR";
"2014-12";"EURIBOR";"0.078"
"2015-01";"SARON";"-0.678498"
"2015-01";"1TGT";"-1.75"
"2015-01";"EG3M";"-1.101"
"2015-01";"3M0";"-0.854"
"2015-01";"SOFR";
"2015-01";"3M1";"0.2531"
"2015-01";"TONA";"0.071"
"2015-01";"3M2";"0.10429"
"2015-01";"SONIA";"0.4195"
"2015-01";"3M3";"0.56338"
"2015-01";"ESTR";
"2015-01";"EURIBOR";"0.054"
"2015-02";"SARON";"-0.7561"
"2015-02";"1TGT";"-1"
"2015-02";"EG3M";"-1.101"
"2015-02";"3M0";"-0.85"
"2015-02";"SOFR";
"2015-02";"3M1";"0.26185"
"2015-02";"TONA";"0.074"
"2015-02";"3M2";"0.09571"
"2015-02";"SONIA";"0.4442"
"2015-02";"3M3";"0.56369"
"2015-02";"ESTR";
"2015-02";"EURIBOR";"0.039"
"2015-03";"SARON";"-0.730568"
"2015-03";"1TGT";"-1.5"
"2015-03";"EG3M";"-1.042"
"2015-03";"3M0";"-0.814"
"2015-03";"SOFR";
"2015-03";"3M1";"0.27075"
"2015-03";"TONA";"0.015"
"2015-03";"3M2";"0.10071"
"2015-03";"SONIA";"0.4217"
"2015-03";"3M3";"0.56963"
"2015-03";"ESTR";
"2015-03";"EURIBOR";"0.019"
"2015-04";"SARON";"-0.722648"
"2015-04";"1TGT";"-1"
"2015-04";"EG3M";"-1.152"
"2015-04";"3M0";"-0.794"
"2015-04";"SOFR";
"2015-04";"3M1";"0.27875"
"2015-04";"TONA";"0.063"
"2015-04";"3M2";"0.09429"
"2015-04";"SONIA";"0.4529"
"2015-04";"3M3";"0.56875"
"2015-04";"ESTR";
"2015-04";"EURIBOR";"-0.005"
"2015-05";"SARON";"-0.726401"
"2015-05";"1TGT";"-1.25"
"2015-05";"EG3M";"-1.101"
"2015-05";"3M0";"-0.788"
"2015-05";"SOFR";
"2015-05";"3M1";"0.28375"
"2015-05";"TONA";"0.073"
"2015-05";"3M2";"0.09643"
"2015-05";"SONIA";"0.4506"
"2015-05";"3M3";"0.56719"
"2015-05";"ESTR";
"2015-05";"EURIBOR";"-0.012"
"2015-06";"SARON";"-0.727129"
"2015-06";"1TGT";"-1.15"
"2015-06";"EG3M";"-1.05"
"2015-06";"3M0";"-0.789"
"2015-06";"SOFR";
"2015-06";"3M1";"0.2832"
"2015-06";"TONA";"0.011"
"2015-06";"3M2";"0.09929"
"2015-06";"SONIA";"0.3947"
"2015-06";"3M3";"0.5785"
"2015-06";"ESTR";
"2015-06";"EURIBOR";"-0.014"
"2015-07";"SARON";"-0.738677"
"2015-07";"1TGT";"-1"
"2015-07";"EG3M";"-0.908"
"2015-07";"3M0";"-0.739"
"2015-07";"SOFR";
"2015-07";"3M1";"0.3086"
"2015-07";"TONA";"0.064"
"2015-07";"3M2";"0.09643"
"2015-07";"SONIA";"0.4481"
"2015-07";"3M3";"0.58156"
"2015-07";"ESTR";
"2015-07";"EURIBOR";"-0.023"
"2015-08";"SARON";"-0.724588"
"2015-08";"1TGT";"-1.25"
"2015-08";"EG3M";"-0.908"
"2015-08";"3M0";"-0.724"
"2015-08";"SOFR";
"2015-08";"3M1";"0.329"
"2015-08";"TONA";"0.071"
"2015-08";"3M2";"0.08929"
"2015-08";"SONIA";"0.4526"
"2015-08";"3M3";"0.58688"
"2015-08";"ESTR";
"2015-08";"EURIBOR";"-0.033"
"2015-09";"SARON";"-0.719895"
"2015-09";"1TGT";"-1"
"2015-09";"EG3M";"-0.841"
"2015-09";"3M0";"-0.733"
"2015-09";"SOFR";
"2015-09";"3M1";"0.325"
"2015-09";"TONA";"0.01"
"2015-09";"3M2";"0.08443"
"2015-09";"SONIA";"0.3518"
"2015-09";"3M3";"0.58313"
"2015-09";"ESTR";
"2015-09";"EURIBOR";"-0.04"
"2015-10";"SARON";"-0.724732"
"2015-10";"1TGT";"-0.9"
"2015-10";"EG3M";"-0.951"
"2015-10";"3M0";"-0.732"
"2015-10";"SOFR";
"2015-10";"3M1";"0.3341"
"2015-10";"TONA";"0.074"
"2015-10";"3M2";"0.08143"
"2015-10";"SONIA";"0.4482"
"2015-10";"3M3";"0.58"
"2015-10";"ESTR";
"2015-10";"EURIBOR";"-0.068"
"2015-11";"SARON";"-0.72187"
"2015-11";"1TGT";"-1.1"
"2015-11";"EG3M";"-1.27"
"2015-11";"3M0";"-0.832"
"2015-11";"SOFR";
"2015-11";"3M1";"0.4162"
"2015-11";"TONA";"0.076"
"2015-11";"3M2";"0.07357"
"2015-11";"SONIA";"0.4539"
"2015-11";"3M3";"0.57075"
"2015-11";"ESTR";
"2015-11";"EURIBOR";"-0.114"
"2015-12";"SARON";"-0.721086"
"2015-12";"1TGT";"-1"
"2015-12";"EG3M";"-0.924"
"2015-12";"3M0";"-0.756"
"2015-12";"SOFR";
"2015-12";"3M1";"0.6127"
"2015-12";"TONA";"0.038"
"2015-12";"3M2";"0.08286"
"2015-12";"SONIA";"0.3475"
"2015-12";"3M3";"0.59038"
"2015-12";"ESTR";
"2015-12";"EURIBOR";"-0.131"
"2016-01";"SARON";"-0.723007"
"2016-01";"1TGT";"-1"
"2016-01";"EG3M";"-0.841"
"2016-01";"3M0";"-0.757"
"2016-01";"SOFR";
"2016-01";"3M1";"0.6126"
"2016-01";"TONA";"0.066"
"2016-01";"3M2";"0.04771"
"2016-01";"SONIA";"0.4517"
"2016-01";"3M3";"0.58938"
"2016-01";"ESTR";
"2016-01";"EURIBOR";"-0.162"
"2016-02";"SARON";"-0.733788"
"2016-02";"1TGT";"-0.85"
"2016-02";"EG3M";"-0.892"
"2016-02";"3M0";"-0.8046"
"2016-02";"SOFR";
"2016-02";"3M1";"0.6331"
"2016-02";"TONA";"-0.001"
"2016-02";"3M2";"-0.00714"
"2016-02";"SONIA";"0.4545"
"2016-02";"3M3";"0.59125"
"2016-02";"ESTR";
"2016-02";"EURIBOR";"-0.205"
"2016-03";"SARON";"-0.737954"
"2016-03";"1TGT";"-1.1"
"2016-03";"EG3M";"-0.849"
"2016-03";"3M0";"-0.7292"
"2016-03";"SOFR";
"2016-03";"3M1";"0.6286"
"2016-03";"TONA";"-0.002"
"2016-03";"3M2";"-0.00429"
"2016-03";"SONIA";"0.4128"
"2016-03";"3M3";"0.58813"
"2016-03";"ESTR";
"2016-03";"EURIBOR";"-0.244"
"2016-04";"SARON";"-0.726368"
"2016-04";"1TGT";"-1"
"2016-04";"EG3M";"-0.924"
